 time            v(in)           v(out)          i(vdd)         
 3.37500000e-09  0.00000000e+00  3.29999148e+00  1.99664073e-08 
 3.38500000e-09  0.00000000e+00  3.30000804e+00 -2.02515846e-08 
 3.39500000e-09  0.00000000e+00  3.29999239e+00  2.05492026e-08 
 3.40500000e-09  0.00000000e+00  3.30000718e+00 -2.08833059e-08 
 3.41500000e-09  0.00000000e+00  3.29999321e+00  2.12133614e-08 
 3.42500000e-09  0.00000000e+00  3.30000640e+00 -2.15664135e-08 
 3.43500000e-09  0.00000000e+00  3.29999395e+00  2.19049790e-08 
 3.44500000e-09  0.00000000e+00  3.30000571e+00 -2.22579758e-08 
 3.45500000e-09  0.00000000e+00  3.29999460e+00  2.25901032e-08 
 3.46500000e-09  0.00000000e+00  3.30000508e+00 -2.29314008e-08 
 3.47500000e-09  0.00000000e+00  3.29999519e+00  2.32481455e-08 
 3.48500000e-09  0.00000000e+00  3.30000453e+00 -2.35709998e-08 
 3.49500000e-09  0.00000000e+00  3.29999572e+00  2.38673952e-08 
 3.50000000e-09  0.00000000e+00  3.30000380e+00 -2.44572238e-08 
 3.50100000e-09  0.00000000e+00  3.30000051e+00  3.88802269e-10 
 3.50300000e-09  0.00000000e+00  3.29999966e+00 -1.78564610e-10 
 3.50700000e-09  0.00000000e+00  3.30000033e+00  1.10682131e-10 
 3.51500000e-09  0.00000000e+00  3.29999971e+00 -7.40422345e-11 
 3.52500000e-09  0.00000000e+00  3.30000027e+00  4.75662162e-11 
 3.53500000e-09  0.00000000e+00  3.29999973e+00 -3.04818532e-11 
 3.54500000e-09  0.00000000e+00  3.30000024e+00  3.47644103e-12 
 3.55500000e-09  0.00000000e+00  3.29999976e+00  8.99725921e-12 
 3.56500000e-09  0.00000000e+00  3.30000021e+00 -3.39348105e-11 
 3.57500000e-09  0.00000000e+00  3.29999978e+00  4.37152698e-11 
 3.58500000e-09  0.00000000e+00  3.30000019e+00 -6.64921694e-11 
 3.59500000e-09  0.00000000e+00  3.29999981e+00  7.41550357e-11 
 3.60500000e-09  0.00000000e+00  3.30000017e+00 -9.50086825e-11 
 3.61500000e-09  0.00000000e+00  3.29999983e+00  1.00870475e-10 
 3.62500000e-09  0.00000000e+00  3.30000015e+00 -1.20045090e-10 
 3.63500000e-09  0.00000000e+00  3.29999984e+00  1.24343391e-10 
 3.64500000e-09  0.00000000e+00  3.30000013e+00 -1.42050174e-10 
 3.65500000e-09  0.00000000e+00  3.29999986e+00  1.44980266e-10 
 3.66500000e-09  0.00000000e+00  3.30000012e+00 -1.61398549e-10 
 3.67500000e-09  0.00000000e+00  3.29999987e+00  1.63125474e-10 
 3.68500000e-09  0.00000000e+00  3.30000010e+00 -1.78408363e-10 
 3.69500000e-09  0.00000000e+00  3.29999989e+00  1.79073455e-10 
 3.70500000e-09  0.00000000e+00  3.30000009e+00 -1.93352768e-10 
 3.71500000e-09  0.00000000e+00  3.29999990e+00  1.93078137e-10 
 3.72500000e-09  0.00000000e+00  3.30000008e+00 -2.06468250e-10 
 3.73500000e-09  0.00000000e+00  3.29999991e+00  2.05360119e-10 
 3.74500000e-09  0.00000000e+00  3.30000007e+00 -2.17960833e-10 
 3.75500000e-09  0.00000000e+00  3.29999992e+00  2.15069695e-10 
 3.76500000e-09  0.00000000e+00  3.30000006e+00 -2.27616823e-10 
 3.77500000e-09  0.00000000e+00  3.29999993e+00  2.24757830e-10 
 3.78500000e-09  0.00000000e+00  3.30000006e+00 -2.36467423e-10 
 3.79500000e-09  0.00000000e+00  3.29999993e+00  2.33201961e-10 
 3.80500000e-09  0.00000000e+00  3.30000005e+00 -2.44281941e-10 
 3.81500000e-09  0.00000000e+00  3.29999994e+00  2.40568548e-10 
 3.82500000e-09  0.00000000e+00  3.30000004e+00 -2.51100629e-10 
 3.83500000e-09  0.00000000e+00  3.29999995e+00  2.46966860e-10 
 3.84500000e-09  0.00000000e+00  3.30000004e+00 -2.57007631e-10 
 3.85500000e-09  0.00000000e+00  3.29999995e+00  2.52491082e-10 
 3.86500000e-09  0.00000000e+00  3.30000003e+00 -2.63315988e-10 
 3.87500000e-09  0.00000000e+00  3.29999996e+00  2.57778188e-10 
 3.88500000e-09  0.00000000e+00  3.30000003e+00 -2.67653221e-10 
 3.89500000e-09  0.00000000e+00  3.29999996e+00  2.62117845e-10 
 3.90500000e-09  0.00000000e+00  3.30000002e+00 -2.71525151e-10 
 3.91500000e-09  0.00000000e+00  3.29999996e+00  2.65772756e-10 
 3.92500000e-09  0.00000000e+00  3.30000002e+00 -2.74818382e-10 
 3.93500000e-09  0.00000000e+00  3.29999997e+00  2.68838040e-10 
 3.94500000e-09  0.00000000e+00  3.30000002e+00 -2.77568169e-10 
 3.95500000e-09  0.00000000e+00  3.29999997e+00  2.71378340e-10 
 3.96500000e-09  0.00000000e+00  3.30000001e+00 -2.79827187e-10 
 3.97500000e-09  0.00000000e+00  3.29999997e+00  2.73448863e-10 
 3.98500000e-09  0.00000000e+00  3.30000001e+00 -2.81646111e-10 
 3.99500000e-09  0.00000000e+00  3.29999998e+00  2.75098871e-10 
 4.00500000e-09  0.00000000e+00  3.30000001e+00 -2.82343283e-10 
 4.01500000e-09  0.00000000e+00  3.29999998e+00  2.76117824e-10 
 4.02500000e-09  0.00000000e+00  3.30000001e+00 -2.83668965e-10 
 4.03500000e-09  0.00000000e+00  3.29999998e+00  2.77218070e-10 
 4.04500000e-09  0.00000000e+00  3.30000000e+00 -2.84755155e-10 
 4.05500000e-09  0.00000000e+00  3.29999998e+00  2.78216833e-10 
 4.06500000e-09  0.00000000e+00  3.30000000e+00 -2.85701113e-10 
 4.07500000e-09  0.00000000e+00  3.29999998e+00  2.79102715e-10 
 4.08500000e-09  0.00000000e+00  3.30000000e+00 -2.86535107e-10 
 4.09500000e-09  0.00000000e+00  3.29999998e+00  2.79886642e-10 
 4.10500000e-09  0.00000000e+00  3.30000000e+00 -2.87272776e-10 
 4.11500000e-09  0.00000000e+00  3.29999998e+00  2.80580733e-10 
 4.12500000e-09  0.00000000e+00  3.30000000e+00 -2.87926096e-10 
 4.13500000e-09  0.00000000e+00  3.29999998e+00  2.81195732e-10 
 4.14500000e-09  0.00000000e+00  3.30000000e+00 -2.88505095e-10 
 4.15500000e-09  0.00000000e+00  3.29999999e+00  2.81740856e-10 
 4.16500000e-09  0.00000000e+00  3.30000000e+00 -2.89018340e-10 
 4.17500000e-09  0.00000000e+00  3.29999999e+00  2.82224098e-10 
 4.18500000e-09  0.00000000e+00  3.30000000e+00 -2.89473309e-10 
 4.19500000e-09  0.00000000e+00  3.29999999e+00  2.82652425e-10 
 4.20500000e-09  0.00000000e+00  3.30000000e+00 -2.89876508e-10 
 4.21500000e-09  0.00000000e+00  3.29999999e+00  2.83031934e-10 
 4.22500000e-09  0.00000000e+00  3.30000000e+00 -2.90233688e-10 
 4.23500000e-09  0.00000000e+00  3.29999999e+00  2.83368011e-10 
 4.24500000e-09  0.00000000e+00  3.29999999e+00 -2.90549837e-10 
 4.25500000e-09  0.00000000e+00  3.29999999e+00  2.83665370e-10 
 4.26500000e-09  0.00000000e+00  3.29999999e+00 -2.90829457e-10 
 4.27500000e-09  0.00000000e+00  3.29999999e+00  2.83928246e-10 
 4.28500000e-09  0.00000000e+00  3.29999999e+00 -2.91076496e-10 
 4.29500000e-09  0.00000000e+00  3.29999999e+00  2.84160356e-10 
 4.30500000e-09  0.00000000e+00  3.29999999e+00 -2.91294505e-10 
 4.31500000e-09  0.00000000e+00  3.29999999e+00  2.84365024e-10 
 4.32500000e-09  0.00000000e+00  3.29999999e+00 -2.91486617e-10 
 4.33500000e-09  0.00000000e+00  3.29999999e+00  2.84545228e-10 
 4.34500000e-09  0.00000000e+00  3.29999999e+00 -2.91655585e-10 
 4.35500000e-09  0.00000000e+00  3.29999999e+00  2.84703587e-10 
 4.36500000e-09  0.00000000e+00  3.29999999e+00 -2.91803921e-10 
 4.37500000e-09  0.00000000e+00  3.29999999e+00  2.84842483e-10 
 4.38500000e-09  0.00000000e+00  3.29999999e+00 -2.91933878e-10 
 4.39500000e-09  0.00000000e+00  3.29999999e+00  2.84963999e-10 
 4.40500000e-09  0.00000000e+00  3.29999999e+00 -2.92047412e-10 
 4.41500000e-09  0.00000000e+00  3.29999999e+00  2.85070021e-10 
 4.42500000e-09  0.00000000e+00  3.29999999e+00 -2.92146339e-10 
 4.43500000e-09  0.00000000e+00  3.29999999e+00  2.85162213e-10 
 4.44500000e-09  0.00000000e+00  3.29999999e+00 -2.92232209e-10 
 4.45500000e-09  0.00000000e+00  3.29999999e+00  2.85242102e-10 
 4.46500000e-09  0.00000000e+00  3.29999999e+00 -2.92306427e-10 
 4.47500000e-09  0.00000000e+00  3.29999999e+00  2.85311005e-10 
 4.48500000e-09  0.00000000e+00  3.29999999e+00 -2.92370298e-10 
 4.49500000e-09  0.00000000e+00  3.29999999e+00  2.85370128e-10 
 4.50500000e-09  0.00000000e+00  3.29999999e+00 -2.92424939e-10 
 4.51500000e-09  0.00000000e+00  3.29999999e+00  2.85420537e-10 
 4.52500000e-09  0.00000000e+00  3.29999999e+00 -2.92471371e-10 
 4.53500000e-09  0.00000000e+00  3.29999999e+00  2.85463218e-10 
 4.54500000e-09  0.00000000e+00  3.29999999e+00 -2.92510496e-10 
 4.55500000e-09  0.00000000e+00  3.29999999e+00  2.85498977e-10 
 4.56500000e-09  0.00000000e+00  3.29999999e+00 -2.92543094e-10 
 4.57500000e-09  0.00000000e+00  3.29999999e+00  2.85528612e-10 
 4.58500000e-09  0.00000000e+00  3.29999999e+00 -2.92569935e-10 
 4.59500000e-09  0.00000000e+00  3.29999999e+00  2.85552801e-10 
 4.60500000e-09  0.00000000e+00  3.29999999e+00 -2.92591630e-10 
 4.61500000e-09  0.00000000e+00  3.29999999e+00  2.85572155e-10 
 4.62500000e-09  0.00000000e+00  3.29999999e+00 -2.92608772e-10 
 4.63500000e-09  0.00000000e+00  3.29999999e+00  2.85587218e-10 
 4.64500000e-09  0.00000000e+00  3.29999999e+00 -2.92621877e-10 
 4.65500000e-09  0.00000000e+00  3.29999999e+00  2.85598489e-10 
 4.66500000e-09  0.00000000e+00  3.29999999e+00 -2.92631402e-10 
 4.67500000e-09  0.00000000e+00  3.29999999e+00  2.85606379e-10 
 4.68500000e-09  0.00000000e+00  3.29999999e+00 -2.92637753e-10 
 4.69500000e-09  0.00000000e+00  3.29999999e+00  2.85611290e-10 
 4.70500000e-09  0.00000000e+00  3.29999999e+00 -2.92641308e-10 
 4.71500000e-09  0.00000000e+00  3.29999999e+00  2.85613559e-10 
 4.72500000e-09  0.00000000e+00  3.29999999e+00 -2.92642410e-10 
 4.73500000e-09  0.00000000e+00  3.29999999e+00  2.85613532e-10 
 4.74500000e-09  0.00000000e+00  3.29999999e+00 -2.92641325e-10 
 4.75500000e-09  0.00000000e+00  3.29999999e+00  2.85611455e-10 
 4.76500000e-09  0.00000000e+00  3.29999999e+00 -2.92638322e-10 
 4.77500000e-09  0.00000000e+00  3.29999999e+00  2.85607593e-10 
 4.78500000e-09  0.00000000e+00  3.29999999e+00 -2.92633633e-10 
 4.79500000e-09  0.00000000e+00  3.29999999e+00  2.85602162e-10 
 4.80500000e-09  0.00000000e+00  3.29999999e+00 -2.92627480e-10 
 4.81500000e-09  0.00000000e+00  3.29999999e+00  2.85595327e-10 
 4.82500000e-09  0.00000000e+00  3.29999999e+00 -2.92620063e-10 
 4.83500000e-09  0.00000000e+00  3.29999999e+00  2.85587313e-10 
 4.84500000e-09  0.00000000e+00  3.29999999e+00 -2.92611492e-10 
 4.85500000e-09  0.00000000e+00  3.29999999e+00  2.85578260e-10 
 4.86500000e-09  0.00000000e+00  3.29999999e+00 -2.92601968e-10 
 4.87500000e-09  0.00000000e+00  3.29999999e+00  2.85568296e-10 
 4.88500000e-09  0.00000000e+00  3.29999999e+00 -2.92591598e-10 
 4.89500000e-09  0.00000000e+00  3.29999999e+00  2.85557561e-10 
 4.90500000e-09  0.00000000e+00  3.29999999e+00 -2.92580510e-10 
 4.91500000e-09  0.00000000e+00  3.29999999e+00  2.85546162e-10 
 4.92500000e-09  0.00000000e+00  3.29999999e+00 -2.92568808e-10 
 4.93500000e-09  0.00000000e+00  3.29999999e+00  2.85534175e-10 
 4.94500000e-09  0.00000000e+00  3.29999999e+00 -2.92556594e-10 
 4.95500000e-09  0.00000000e+00  3.29999999e+00  2.85521720e-10 
 4.96500000e-09  0.00000000e+00  3.29999999e+00 -2.92543928e-10 
 4.97500000e-09  0.00000000e+00  3.29999999e+00  2.85508871e-10 
 4.98500000e-09  0.00000000e+00  3.29999999e+00 -2.92530907e-10 
 4.99500000e-09  0.00000000e+00  3.29999999e+00  2.85495692e-10 
 5.00000000e-09  0.00000000e+00  3.29999999e+00 -2.92510813e-10 
